name,released,rating,ratings_count,added,reviews_count,genres,platform,game_mode,status_yet,status_owned,status_beaten,status_toplay,status_dropped,status_playing,platform_visual,genres_visual,rating_rango,genres_clean
Counter-Strike: Source,2004-11-01,3.75,1523,9535,1529,['Shooter'],"['PC', 'Apple Macintosh', 'Linux']",Both,188,7600,686,21,983,57,"['PC', 'Apple Macintosh', 'Linux']",['Shooter'],"(373.0, 7334.0]",['Shooter']
Dead Space (2008),2008-10-13,4.39,2196,9518,2216,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Singleplayer,471,6008,2140,275,571,53,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Mass Effect 2,2010-01-26,4.46,3073,9499,3096,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,480,5208,3154,336,267,54,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Just Cause 3,2015-11-30,3.41,1580,9371,1592,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,463,6980,814,173,869,72,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Death Stranding,2019-11-08,4.32,2097,9368,2151,"['Action', 'Adventure']","['PC', 'PlayStation']",Singleplayer,751,4734,1597,1384,527,375,"['PC', 'PlayStation']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Metro: Last Light Redux,2014-08-25,4.13,1695,9349,1717,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,701,6493,1736,175,204,40,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Borderlands: The Pre-Sequel,2014-10-13,3.56,1382,9305,1391,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']",Both,753,6904,886,149,537,76,"['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'Shooter', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG']"
Metro 2033 Redux,2014-08-25,4.1,1920,9304,1942,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,594,6185,1954,192,288,91,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Counter-Strike,2000-11-01,4.06,1646,9300,1653,"['Action', 'Shooter']","['PC', 'Xbox', 'Apple Macintosh', 'Linux']",Multiplayer,158,7037,945,23,1087,50,"['PC', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Left 4 Dead,2008-11-17,4.1,1692,9226,1706,"['Action', 'Shooter']","['PC', 'Xbox', 'Apple Macintosh']",Both,237,6712,1645,83,515,34,"['PC', 'Xbox', 'Apple Macintosh']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
BioShock 2 Remastered,2016-09-15,4.0,1013,9169,1021,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Both,878,7043,847,162,204,35,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Metal Gear Solid V: Ground Zeroes,2014-03-18,3.91,1710,9124,1717,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Singleplayer,415,6514,1701,212,243,39,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Hades,2020-09-17,4.42,2071,9094,2113,"['Action', 'Adventure', 'RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,483,5261,1433,726,676,515,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'RPG', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG', 'Indie']"
NieR:Automata,2017-03-17,4.37,2158,9050,2194,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,680,4854,1763,940,547,265,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Mortal Kombat X,2015-04-07,3.86,2113,9027,2123,"['Action', 'Fighting']","['PC', 'PlayStation', 'Xbox']",Both,219,6462,1245,125,846,130,"['PC', 'PlayStation', 'Xbox']","['Action', 'Fighting']","(373.0, 7334.0]","['Action', 'Fighting']"
Mass Effect,2007-11-16,4.39,2689,8989,2710,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,370,4886,2957,280,412,84,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
The Last Of Us Remastered,2014-07-29,4.69,2852,8986,2882,"['Action', 'Adventure']",['PlayStation'],Multiplayer,262,5479,2621,239,217,168,['PlayStation'],"['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Just Cause 2,2010-03-23,3.62,1366,8931,1373,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,344,6769,949,110,740,19,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
ARK: Survival Of The Fittest,2016-03-15,2.6,523,8919,524,"['Action', 'RPG', 'Strategy', 'Massively Multiplayer', 'Indie']","['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",Both,341,8145,57,26,333,17,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'RPG', 'Strategy', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'RPG', 'Strategy', 'Massively Multiplayer', 'Indie']"
Fall Guys: Ultimate Knockout,2020-08-04,3.74,1352,8913,1378,"['Action', 'Sports', 'Casual', 'Massively Multiplayer', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Other,107,6869,442,114,1096,285,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Sports', 'Casual', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'Sports', 'Casual', 'Massively Multiplayer', 'Indie']"
Minecraft,2009-05-10,4.44,3108,8903,3170,"['Action', 'Simulation', 'Arcade', 'Massively Multiplayer', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Multiplayer,82,4878,1879,123,1158,783,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Simulation', 'Arcade', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'Simulation', 'Arcade', 'Massively Multiplayer', 'Indie']"
Monster Hunter: World,2018-01-26,4.01,1623,8824,1644,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox']",Both,454,5989,585,651,770,375,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Mad Max,2015-08-31,3.78,1747,8815,1767,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Both,468,6055,1156,295,726,115,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Middle-earth: Shadow of War,2017-09-27,3.86,1378,8746,1393,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Android']",Singleplayer,562,6280,943,363,472,126,"['PC', 'PlayStation', 'Xbox', 'Android']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Bastion,2011-07-20,4.15,1667,8745,1686,"['Action', 'Adventure', 'RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,449,6092,1338,231,559,76,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Adventure', 'RPG', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG', 'Indie']"
Resident Evil 7: Biohazard,2017-01-23,4.33,1971,8736,2007,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Both,452,5505,1904,403,333,139,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Batman: Arkham City - Game of the Year Edition,2012-09-07,4.4,1464,8721,1469,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Singleplayer,401,6442,1510,134,187,47,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Paladins,2016-09-15,3.08,1418,8696,1422,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Multiplayer,153,7119,208,27,1101,88,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Titanfall 2,2016-10-28,4.31,2066,8691,2103,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,317,5723,1870,296,377,108,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
ARK: Survival Evolved,2015-06-02,3.07,667,8680,671,"['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,399,7504,148,66,518,45,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Indie']"
Bloodborne,2015-03-24,4.41,2450,8666,2487,"['Action', 'RPG']",['PlayStation'],Other,589,5078,1567,524,646,262,['PlayStation'],"['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Cities: Skylines,2015-03-10,4.12,1528,8643,1539,"['Strategy', 'Simulation']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,396,6483,522,132,835,275,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Strategy', 'Simulation']","(373.0, 7334.0]","['Strategy', 'Simulation']"
Journey,2012-03-13,4.32,2460,8615,2480,"['Adventure', 'Family', 'Indie']","['PC', 'PlayStation', 'iOS']",Both,430,5056,2323,465,286,55,"['PC', 'PlayStation', 'iOS']","['Adventure', 'Family', 'Indie']","(373.0, 7334.0]","['Adventure', 'Family', 'Indie']"
Batman: Arkham Asylum Game of the Year Edition,2010-03-26,4.38,1576,8586,1583,"['Action', 'Adventure', 'Platformer']","['PC', 'PlayStation', 'Xbox']",Singleplayer,322,6380,1564,117,171,32,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Platformer']"
Undertale,2015-09-14,4.35,1883,8579,1916,"['RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,556,5168,1861,397,437,160,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['RPG', 'Indie']","(373.0, 7334.0]","['RPG', 'Indie']"
Unturned,2014-07-07,2.74,1115,8544,1118,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,194,7216,231,16,875,12,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Warhammer: Vermintide 2,2018-03-08,3.61,778,8532,790,"['Action', 'Indie']","['PC', 'PlayStation', 'Xbox']",Other,338,7380,275,88,376,75,"['PC', 'PlayStation', 'Xbox']","['Action', 'Indie']","(373.0, 7334.0]","['Action', 'Indie']"
XCOM: Enemy Unknown,2012-10-09,4.2,1584,8515,1592,['Strategy'],"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",Both,336,6324,1076,150,572,57,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",['Strategy'],"(373.0, 7334.0]",['Strategy']
Fallout,1997-09-30,4.2,1220,8493,1232,['RPG'],"['PC', 'Apple Macintosh', 'Linux']",Singleplayer,642,6451,839,129,372,60,"['PC', 'Apple Macintosh', 'Linux']",['RPG'],"(373.0, 7334.0]",['RPG']
Far Cry 5,2018-03-27,3.72,2164,8468,2206,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,398,4751,1910,623,604,182,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Mafia II,2010-08-24,4.25,2198,8458,2215,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,219,5293,2556,136,234,20,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Brothers: A Tale of Two Sons,2013-08-07,4.18,1637,8435,1651,"['Action', 'Adventure', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']",Both,514,5655,1609,346,277,34,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']","['Action', 'Adventure', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie']"
Brutal Legend,2009-10-12,3.64,1093,8419,1098,"['Action', 'Strategy']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux']",Both,502,6629,588,162,502,36,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux']","['Action', 'Strategy']","(373.0, 7334.0]","['Action', 'Strategy']"
SEGA Mega Drive and Genesis Classics,2010-06-01,2.98,571,8401,572,"['Action', 'Adventure', 'RPG', 'Fighting', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,435,7560,93,34,255,24,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Adventure', 'RPG', 'Fighting', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG', 'Fighting', 'Platformer']"
Watch Dogs,2014-05-27,3.6,2210,8400,2226,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,432,4715,2068,252,869,64,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Heavy Rain,2010-02-17,4.12,2462,8387,2477,"['Action', 'Adventure']","['PC', 'PlayStation']",Singleplayer,465,4673,2476,399,290,84,"['PC', 'PlayStation']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Shadow of the Tomb Raider,2018-09-14,3.91,1649,8385,1667,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,645,5106,1509,659,292,174,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
INSIDE,2016-06-28,4.39,2576,8383,2613,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",Singleplayer,528,4405,2684,484,222,60,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']"
Metro Exodus,2019-02-13,4.17,1699,8364,1728,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Singleplayer,573,5002,1515,812,333,129,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Sekiro: Shadows Die Twice,2019-03-22,4.38,2106,8337,2144,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,564,4016,1454,1284,702,317,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Psychonauts,2005-04-01,4.05,984,8320,1000,"['Action', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux']",Singleplayer,653,6332,689,250,333,63,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux']","['Action', 'Platformer']","(373.0, 7334.0]","['Action', 'Platformer']"
Brawlhalla,2014-04-30,3.23,1111,8280,1119,"['Action', 'Casual', 'Fighting', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",Both,205,6866,185,40,873,111,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']","['Action', 'Casual', 'Fighting', 'Indie']","(373.0, 7334.0]","['Action', 'Casual', 'Fighting', 'Indie']"
Max Payne 3,2012-05-15,4.26,1929,8262,1947,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Both,315,5178,2195,239,295,40,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Firewatch,2016-02-08,4.3,2495,8250,2533,"['Adventure', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Other,336,4446,2738,482,196,52,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'Indie']","(373.0, 7334.0]","['Adventure', 'Indie']"
Saints Row IV,2013-08-20,3.82,1635,8232,1647,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Linux']",Both,247,5759,1534,119,520,53,"['PC', 'PlayStation', 'Xbox', 'Linux']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Assassin's Creed Odyssey,2018-10-05,3.98,2096,8218,2130,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,554,4480,1503,716,589,376,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
No Man's Sky,2016-08-09,3.71,1575,8215,1587,"['Action', 'Adventure', 'RPG', 'Simulation', 'Massively Multiplayer', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,323,5845,322,359,1059,307,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'RPG', 'Simulation', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG', 'Simulation', 'Massively Multiplayer', 'Indie']"
Tom Clancy's Rainbow Six Siege,2015-12-01,3.88,1515,8211,1531,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,134,6267,409,86,932,383,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Assassin's Creed II,2009-11-17,4.43,2948,8179,2974,['Action'],"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Other,232,3678,3645,179,395,50,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",['Action'],"(373.0, 7334.0]",['Action']
Alien: Isolation,2014-10-05,4.21,1465,8174,1478,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']",Singleplayer,654,5476,925,338,621,160,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
The Darkness II,2012-02-07,3.71,1114,8132,1120,['Action'],"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Both,472,6287,985,132,236,20,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",['Action'],"(373.0, 7334.0]",['Action']
Disco Elysium,2019-10-14,4.37,1328,8103,1348,"['Adventure', 'RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,621,5194,818,842,344,284,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Adventure', 'RPG', 'Indie']","(373.0, 7334.0]","['Adventure', 'RPG', 'Indie']"
Cuphead,2017-09-29,4.37,2030,8089,2073,"['Action', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,449,4393,1135,660,1047,405,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'Indie', 'Platformer']"
Hitman 2,2018-11-13,4.05,1223,8078,1232,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,616,5901,703,410,323,125,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
War Thunder,2013-08-15,3.19,1039,8072,1046,"['Action', 'Shooter', 'Massively Multiplayer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Both,181,6843,159,24,778,87,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Shooter', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'Shooter', 'Massively Multiplayer']"
Elden Ring,2022-02-25,4.39,1439,8070,1483,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Both,416,4761,1111,1037,413,332,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Darksiders,2010-01-05,3.76,1211,8056,1215,['Action'],"['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,364,6100,1013,115,435,29,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",['Action'],"(373.0, 7334.0]",['Action']
Batman: Arkham Origins,2013-10-25,3.95,1590,8050,1607,['Action'],"['PC', 'PlayStation', 'Xbox', 'Android']",Both,468,5410,1647,220,261,44,"['PC', 'PlayStation', 'Xbox', 'Android']",['Action'],"(373.0, 7334.0]",['Action']
Titan Quest Anniversary Edition,2016-08-31,3.78,793,8017,801,"['Action', 'RPG']",['PC'],Both,421,6771,370,64,348,43,['PC'],"['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Assassin's Creed Origins,2017-10-27,3.96,2095,7974,2127,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Other,467,4348,1854,478,585,242,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
DOOM Eternal,2020-03-20,4.37,1421,7966,1455,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,526,4476,1292,1080,381,211,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Among Us,2018-07-25,3.83,1334,7930,1367,"['Action', 'Simulation', 'Casual']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']",Multiplayer,127,5867,531,113,1047,245,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']","['Action', 'Simulation', 'Casual']","(373.0, 7334.0]","['Action', 'Simulation', 'Casual']"
Crusader Kings II,2012-02-13,3.61,754,7878,761,"['Strategy', 'Simulation']","['PC', 'Apple Macintosh', 'Linux']",Both,530,6694,179,52,344,79,"['PC', 'Apple Macintosh', 'Linux']","['Strategy', 'Simulation']","(373.0, 7334.0]","['Strategy', 'Simulation']"
Halo Infinite,2021-12-08,3.64,727,7876,742,"['Action', 'Shooter', 'Adventure']","['PC', 'Xbox']",Both,308,6127,357,598,377,109,"['PC', 'Xbox']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Transistor,2014-05-20,4.16,1470,7829,1485,"['Action', 'RPG', 'Indie']","['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,616,5253,1036,288,537,99,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'RPG', 'Indie']","(373.0, 7334.0]","['Action', 'RPG', 'Indie']"
